"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
0.26277,-3.6621e-05,-0.0062327,0.0055785,0.0055545,,
0.14005,-6.2256e-05,-0.0020462,0.0065242,0.0033519,,
0.096888,-6.5918e-05,0.00084671,0.0026097,0.0002873,,
0.0032368,-5.127e-05,-0.00089375,-0.00021548,0.0022505,,
-0.049739,-5.3711e-05,0.0078673,-0.0018316,-0.0058419,,
0.089066,-5.6152e-05,0.0041159,-0.0018196,-0.00025139,,
0.12543,-4.8828e-05,-0.00054095,0.0013048,0.0047645,,
0.21271,-5.8594e-05,7.0559e-05,0.0044053,0.0017717,,
0.26261,-4.8828e-05,-0.0078321,0.0069911,0.0085712,,
0.13487,-4.3945e-05,-0.0027518,0.0077093,0.0047884,,
0.089281,-4.1504e-05,-0.0003528,0.002071,-0.00062249,,
0.00075525,-5.3711e-05,0.00016464,-0.00086191,0.0024062,,
-0.050818,-6.1035e-05,0.0083025,-0.0020351,-0.0032082,,
0.0827,-4.7607e-05,0.0039748,-0.0028252,-0.0015562,,
0.12753,-4.1504e-05,0.0014229,0.00087388,0.0047645,,
0.20931,-3.9063e-05,0.00032928,0.0031364,0.0002873,,
0.2542,-3.7842e-05,-0.0087728,0.0060932,0.0062968,,
0.12958,-3.54e-05,-0.0047745,0.0061052,0.0048363,,
0.08912,-3.6621e-05,-0.0013877,0.0016759,0.00071826,,
-0.0065815,-3.9063e-05,-0.0010584,-4.7884e-05,0.0042377,,
-0.058316,-4.1504e-05,0.004798,-0.00040701,-0.0022505,,
0.077359,-4.2725e-05,0.0038807,-0.001221,-0.00015562,,
0.11976,-4.2725e-05,-0.00012936,0.00064643,0.0017478,,
0.19993,-4.3945e-05,-0.00051743,0.0026695,0.00011971,,
0.25026,-3.9063e-05,-0.0079026,0.0052553,0.0055785,,
0.12715,-4.6387e-05,-0.0031164,0.0046687,0.0034117,,
0.080812,-4.1504e-05,0.00034104,0.0014844,0.00035913,,
-0.0073367,-4.3945e-05,-0.0019757,0,0.0028252,,
-0.058586,-6.1035e-05,0.0050097,-0.0005387,-0.001652,,
0.077791,-5.3711e-05,0.002352,-0.0014844,-0.00051475,,
0.1148,-4.7607e-05,-0.0018581,0.0009098,0.0019034,,
0.20392,-5.6152e-05,0.0016229,0.0030885,-0.00084994,,
0.25004,-3.7842e-05,-0.0058799,0.0037948,0.0057461,,
0.12122,-3.6621e-05,-0.00098783,0.0033758,0.0050757,,
0.079517,-4.5166e-05,0.00058799,0.00095768,0.00013168,,
-0.0079841,-4.1504e-05,0,0.00016759,0.0048602,,
-0.064304,-2.9297e-05,0.0081966,-0.0015921,-0.0015323,,
0.072342,-2.9297e-05,0.0030105,-0.0016999,0.00076614,,
0.11453,-3.418e-05,0.00054095,0.00047884,0.0048842,,
0.1969,-2.6855e-05,0.0010349,0.0031603,0.00050278,,
0.2426,-3.418e-05,-0.0039043,0.0044173,0.0067277,,
0.11944,-3.418e-05,4.7039e-05,0.004549,0.0034117,,
0.076334,-4.1504e-05,0.0021638,0.0013048,0.0021907,,
-0.015644,-4.2725e-05,0.00056447,-0.0019154,0.0034237,,
-0.062038,-3.418e-05,0.0075381,-0.0031603,-0.0032202,,
0.071857,-4.2725e-05,0.0036103,-0.0026217,0.0010534,,
0.11178,-3.418e-05,0.00076439,0.00023942,0.0057341,,
0.19712,-4.3945e-05,0.002446,0.0037828,0.0017238,,
0.24481,-4.2725e-05,-0.0048215,0.0050518,0.0079847,,
0.11987,-3.54e-05,-0.0010584,0.0056264,0.0041659,,
0.078438,-4.5166e-05,0.0021638,0.0022266,-2.3942e-05,,
-0.0123,-3.9063e-05,0.0003528,-0.0013408,0.0025977,,
-0.066786,-3.7842e-05,0.0090433,-0.0024421,-0.0056982,,
0.065815,-3.54e-05,0.006221,-0.0032322,-0.0025379,,
0.11059,-3.418e-05,0.0018228,0.00033519,0.0029449,,
0.1969,-4.3945e-05,0.0030811,0.0033758,4.7884e-05,,
0.2447,-4.0283e-05,-0.0060446,0.0065601,0.0061052,,
0.12073,-4.3945e-05,-0.0013053,0.0059855,0.0053391,,
0.076065,-4.6387e-05,-0.00061151,0.0018794,-4.7884e-05,,
-0.016939,-5.3711e-05,0.00091727,-0.0010415,0.0043335,,
-0.068782,-4.8828e-05,0.0081143,-0.00249,-0.0044053,,
0.069159,-5.127e-05,0.0057506,-0.0023463,-0.00046687,,
0.10994,-4.5166e-05,0.0023637,0.00021548,0.0029209,,
0.19761,-5.6152e-05,0.0019051,0.0026097,-0.00069432,,
0.2501,-4.8828e-05,-0.0060446,0.0054588,0.0059017,,
0.12165,-4.1504e-05,-0.0025636,0.0060454,0.0032561,,
0.078061,-5.6152e-05,0.0014347,0.0033519,0.00014365,,
-0.0123,-4.1504e-05,0.0016464,-0.00069432,0.0030646,,
-0.064196,-4.8828e-05,0.0095725,-0.0025618,-0.0045969,,
0.071317,-3.1738e-05,0.0055506,-0.0022266,-0.0021548,,
0.11264,-2.6855e-05,0.0021168,0.0011013,0.0027294,,
0.19993,-1.5869e-05,0.002352,0.0047645,-0.0013288,,
0.24378,-2.4414e-05,-0.0058682,0.0046926,0.0046807,,
0.11744,-1.4648e-05,-0.00021168,0.0042138,0.0023942,,
0.079355,-4.3945e-05,0.003622,0.0010534,-0.0009098,,
-0.010466,-4.3945e-05,0.0020462,-0.00015562,0.0021548,,
-0.064412,-2.4414e-05,0.0089845,-0.0011013,-0.0043574,,
0.074554,-2.4414e-05,0.0052919,-0.00056264,-0.0011732,,
0.11275,-2.9297e-05,0.0013641,0.0022386,0.0035195,,
0.1975,-3.9063e-05,0.0033633,0.0037469,-0.0015802,,
0.24621,-4.1504e-05,-0.0033868,0.0047645,0.00577,,
0.12375,-3.418e-05,0.0013171,0.0036152,0.0042856,,
0.07628,-3.54e-05,0.0034809,0.0010774,0.00041899,,
-0.012516,-4.8828e-05,0.0031987,-0.00095768,0.0035674,,
-0.061823,-4.6387e-05,0.010372,-0.0022865,-0.0026935,,
0.075201,-5.0049e-05,0.0068325,-0.0016999,0.0022745,,
0.11194,-3.2959e-05,0.0033398,0.0018316,0.0045729,,
0.19518,-3.6621e-05,0.0043747,0.003735,0.0013886,,
0.24734,-2.4414e-05,-0.002693,0.0042856,0.0073023,,
0.1217,-3.1738e-05,0.00084671,0.0048363,0.0056743,,
0.079625,-3.2959e-05,0.0011995,0.0018435,0.0015562,,
-0.01435,-3.418e-05,0.002987,-0.0011612,0.0035674,,
-0.065167,-2.6855e-05,0.010019,-0.0033878,-0.0036871,,
0.071317,-2.0752e-05,0.0071853,-0.0028491,0.0002873,,
0.11604,-2.4414e-05,0.0018345,0.00092177,0.0047046,,
0.19852,-2.4414e-05,0.0032575,0.0039863,0.002059,,
0.24643,-3.54e-05,-0.0032457,0.0043814,0.008667,,
0.12213,-4.1504e-05,0.0001176,0.0050637,0.0061292,,
0.07477,-3.54e-05,0.0031987,0.0018196,0.0024301,,
-0.015321,-3.0518e-05,0.0026812,-0.0020351,0.0062489,,
-0.061877,-3.9063e-05,0.010102,-0.0040701,-0.0011013,,
0.069375,-2.0752e-05,0.0068677,-0.0037948,0.00035913,,
0.10638,-3.418e-05,0.0042571,-0.00069432,0.0057341,,
0.19345,-2.6855e-05,0.005433,0.0013408,0.0014605,,
0.24368,-2.4414e-05,-0.0037867,0.0034117,0.0085234,,
0.11717,-3.418e-05,0.0014817,0.0055306,0.0058419,,
0.073151,-4.3945e-05,0.0031987,0.0019154,0.0031603,,
-0.01408,-3.418e-05,0.0016229,-0.00098162,0.0052074,,
-0.067433,-3.6621e-05,0.010266,-0.0034716,-0.0027174,,
0.065815,-3.1738e-05,0.0067031,-0.0038786,0.00020351,,
0.10649,-2.9297e-05,0.0035632,-0.00081403,0.0027892,,
0.19205,-3.6621e-05,0.0041042,0.00073023,-0.0016041,,
0.23656,-1.2207e-05,-0.0033516,0.0035434,0.0056982,,
0.1134,-1.8311e-05,-0.00068207,0.0058179,0.0039265,,
0.069375,-1.5869e-05,0.0025048,0.0011971,0.00050278,,
-0.02255,-2.1973e-05,0.0043982,-0.0010175,0.0052672,,
-0.070238,-2.9297e-05,0.012512,-0.0027533,-0.0012689,,
0.064358,-3.6621e-05,0.0078085,-0.0015203,0.00040701,,
0.10422,-3.0518e-05,0.0026577,0.00164,0.0043814,,
0.18644,-2.4414e-05,0.0051979,0.0032681,-5.9855e-05,,
0.2358,-3.1738e-05,-0.0019757,0.0038068,0.0060573,,
0.11124,-1.709e-05,0.0010466,0.0033758,0.0042497,,
0.06096,-2.9297e-05,0.0043982,-0.00031125,-0.00022745,,
-0.025948,-3.1738e-05,0.0034692,-0.0035554,0.0023942,,
-0.078007,-4.1504e-05,0.01136,-0.0038547,-0.0039983,,
0.053407,-3.0518e-05,0.0072676,-0.0039504,-0.0011253,,
0.096133,-2.4414e-05,0.0026342,-0.00039504,0.0040941,,
0.17997,-2.9297e-05,0.0026695,0.0029688,0.00014365,,
0.22523,-1.9531e-05,-0.0040689,0.0027773,0.0046208,,
0.10201,-3.6621e-05,-5.8799e-05,0.0024301,0.0027892,,
0.060204,-3.9063e-05,0.0034221,-0.00047884,-0.0024541,,
-0.028592,-4.6387e-05,0.0012701,-0.003711,-0.00079009,,
-0.085667,-3.9063e-05,0.0081613,-0.0054348,-0.00577,,
0.053191,-4.6387e-05,0.0056447,-0.0044652,-0.0025379,,
0.094838,-3.0518e-05,0.0021873,-0.0017957,0.0014126,,
0.17759,-2.1973e-05,0.0024225,0.0016759,-0.0015802,,
0.2242,-2.6855e-05,-0.0044099,0.0039983,0.003304,,
0.1012,-3.1738e-05,0.001176,0.0040941,0.0016041,,
0.052975,-3.1738e-05,0.0032928,0.00043096,-0.0024541,,
-0.035173,-3.9063e-05,0.003034,-0.0013168,0.00063446,,
-0.081567,-4.5166e-05,0.0095725,-0.0029209,-0.0059017,,
0.052544,-4.2725e-05,0.0057153,-0.0024181,-0.002897,,
0.089335,-3.0518e-05,0.0010584,-0.00027533,0.00033519,,
0.17608,-3.9063e-05,0.0033398,0.002083,-0.0026217,,
0.2283,-2.6855e-05,-0.0043747,0.0043335,0.004956,,
0.096672,-2.9297e-05,-0.001176,0.0048123,0.0017837,,
0.05605,-4.3945e-05,0.0021638,0.002466,-0.0021548,,
-0.037655,-3.1738e-05,0.0026577,0.00023942,0.0015083,,
-0.091277,-2.6855e-05,0.010525,-0.0014605,-0.0052313,,
0.048983,-2.4414e-05,0.0064914,-0.0021308,-0.0023224,,
0.089875,-2.6855e-05,0.003234,-0.00069432,0.00038307,,
0.17317,-2.6855e-05,0.0049862,0.0016281,-0.0034955,,
0.22129,-3.418e-05,-0.0050567,0.0035674,0.0028252,,
0.10018,-3.6621e-05,-0.00072911,0.0049321,0.0018435,,
0.056428,-4.1504e-05,0.0017169,0.0024181,-0.0011013,,
-0.034634,-3.9063e-05,0.00061151,0.00081403,0.0021548,,
-0.089875,-4.3945e-05,0.0093961,-0.0014605,-0.0043694,,
0.051357,-4.5166e-05,0.0067502,-0.0016999,-0.0015443,,
0.09063,-4.0283e-05,0.0028812,0.0007422,0.0021428,,
0.17349,-5.3711e-05,0.0033633,0.0015921,-0.0023104,,
0.22506,-3.6621e-05,-0.0064444,0.0044772,0.0042617,,
0.098291,-4.1504e-05,-0.001811,0.0040701,0.0020351,,
0.05044,-3.6621e-05,0.00075263,0.00094571,-0.0016879,,
-0.035281,-4.6387e-05,0.00070559,-0.0011253,0.0022984,,
-0.088472,-4.6387e-05,0.0098077,-0.0043335,-0.0042377,,
0.046178,-3.1738e-05,0.0058799,-0.0034716,-0.0017957,,
0.083887,-3.9063e-05,0.001223,0.00067038,0.00046687,,
0.17187,-3.6621e-05,0.00075263,0.0023703,-0.0014245,,
0.22032,-2.9297e-05,-0.0052567,0.004525,0.0044532,,
0.095809,-3.2959e-05,-0.0012348,0.0058419,0.0024421,,
0.052382,-4.2725e-05,0.0012465,0.0014245,-0.0011732,,
-0.037763,-3.418e-05,0.00032928,-0.0020111,0.0018675,,
-0.090522,-1.9531e-05,0.0076909,-0.0036392,-0.0057461,,
0.043697,-2.4414e-05,0.0040101,-0.0035913,-0.0031843,,
0.086854,-3.418e-05,-0.00059975,9.5768e-05,0.0019872,,
0.16939,-3.1738e-05,0.0010937,0.0036631,-0.0017478,,
0.2194,-2.1973e-05,-0.0070559,0.00577,0.0057221,,
0.093543,-3.1738e-05,-0.0030811,0.0054827,0.002909,,
0.048983,-3.6621e-05,-0.00014112,0.0025618,0.00011971,,
-0.041862,-4.3945e-05,-0.00025872,-0.00032322,0.0016999,,
-0.091709,-4.1504e-05,0.0079497,-0.002071,-0.0041899,,
0.046502,-4.0283e-05,0.0050567,-0.0016999,-0.0016041,,
0.083617,-4.3945e-05,9.4079e-05,0.00065841,0.0012929,,
0.16961,-3.418e-05,0.00038807,0.0031603,-0.002059,,
0.22037,-2.4414e-05,-0.006809,0.0065362,0.0042258,,
0.090738,-3.6621e-05,-0.0028224,0.00662,0.0029688,,
0.045585,-3.6621e-05,-0.0010584,0.0025738,-0.0015083,,
-0.043589,-2.9297e-05,0.000294,-0.00011971,0.0012809,,
-0.091601,-4.1504e-05,0.006562,-0.0015323,-0.0055067,,
0.043805,-3.6621e-05,0.00274,-0.00026336,-0.0011851,,
0.085937,-4.3945e-05,-0.00079967,0.0026097,0.001245,,
0.16918,-2.6855e-05,0.00032928,0.0027294,-0.003304,,
0.21778,-2.6855e-05,-0.0067031,0.004118,0.0035554,,
0.095971,-4.7607e-05,-0.0019286,0.0043574,0.00021548,,
0.052004,-4.6387e-05,0.00063503,0.0020111,-0.0034836,,
-0.041107,-4.8828e-05,-0.00051743,-0.00064643,0.00076614,,
-0.091817,-4.0283e-05,0.0057623,-0.002873,-0.0065362,,
0.047473,-4.3945e-05,0.0030811,-0.0034955,-0.0035195,,
0.086746,-3.418e-05,-0.00028224,0.00079009,0.0015203,,
0.16821,-1.9531e-05,0.002987,0.0026576,-0.0026456,,
0.22053,-2.6855e-05,-0.0049274,0.0030167,0.0034237,,
0.095485,-2.9297e-05,-0.0040807,0.0035195,0.0026097,,
0.05071,-4.0283e-05,-0.0013641,0.000826,-0.0016759,,
-0.038032,-4.5166e-05,-0.0040924,-0.0014006,0.0025498,,
-0.08858,-3.54e-05,0.0057858,-0.00249,-0.0048123,,
0.045099,-3.418e-05,0.0036691,-0.0039744,-0.00249,,
0.087231,-3.7842e-05,-0.00018816,0.00016759,0.0016759,,
0.17522,-4.3945e-05,0.00037632,0.0023224,-0.0014245,,
0.22194,-3.1738e-05,-0.0096196,0.0039504,0.0051715,,
0.096079,-3.418e-05,-0.0033868,0.0046687,0.0029928,,
0.054378,-4.6387e-05,-0.00030576,0.0010415,-0.0018675,,
-0.036684,-3.7842e-05,-0.00016464,-0.00076614,0.00038307,,
-0.087609,-4.1504e-05,0.0074087,-0.0029449,-0.0048842,,
0.049793,-4.3945e-05,0.004163,-0.0030885,-0.0030287,,
0.092734,-5.127e-05,0.00021168,0.00031125,0.00032322,,
0.17349,-5.127e-05,0.0018345,0.0021668,-0.002873,,
0.22577,-3.2959e-05,-0.006562,0.0047884,0.0039265,,
0.099046,-3.9063e-05,-0.0030105,0.0047285,0.0017358,,
0.05222,-4.1504e-05,-0.0017757,0.0019992,-0.0023942,,
-0.037115,-3.6621e-05,-0.00054095,-0.00041899,-2.3942e-05,,
-0.085343,-4.1504e-05,0.0065502,-0.0026336,-0.0069432,,
0.046502,-3.6621e-05,0.0030576,-0.002873,-0.0033758,,
0.086206,-3.1738e-05,0.00044687,4.7884e-05,-0.0023463,,
0.175,-3.1738e-05,0.0015523,0.0030885,-0.0042617,,
0.2201,-3.1738e-05,-0.0077145,0.0056264,0.003711,,
0.093058,-3.1738e-05,-0.0037867,0.0049799,0.00033519,,
0.052328,-3.1738e-05,-0.0011289,0.0016759,-0.0036152,,
-0.036899,-4.6387e-05,-0.0015758,0.00040701,-0.0011732,,
-0.091763,-3.6621e-05,0.0048451,-0.0021787,-0.0079009,,
0.042941,-2.8076e-05,0.0034809,-0.0030167,-0.0053391,,
0.089012,-3.6621e-05,0.00054095,-0.00014365,-0.0014365,,
0.17252,-4.0283e-05,0.001223,0.0020949,-0.0050278,,
0.22134,-3.418e-05,-0.0069853,0.0049201,0.0024541,,
0.095216,-3.7842e-05,-0.0030576,0.0055067,0.00050278,,
0.047581,-3.1738e-05,0.00041159,0.0030526,-0.003292,,
-0.041323,-3.9063e-05,-0.0010584,-0.00015562,0.0017957,,
-0.093975,-4.6387e-05,0.0073734,-0.0022745,-0.0041659,,
0.043697,-2.9297e-05,0.0029164,-0.00249,-0.0014485,,
0.081999,-3.0518e-05,-0.0016817,0.0024301,0.0016999,,
0.16847,-2.6855e-05,-0.00025872,0.0042976,-0.0028132,,
0.21697,-2.5635e-05,-0.0066326,0.0045969,0.0030406,,
0.089443,-2.9297e-05,-0.00094079,0.005387,0.0022745,,
0.046178,-2.6855e-05,0.00089375,0.0010894,-0.00164,,
-0.043373,-3.1738e-05,-0.00030576,-0.00047884,0.0004549,,
-0.096456,-2.4414e-05,0.0057858,-0.0015323,-0.0047166,,
0.038518,-3.9063e-05,0.0021638,-0.0018316,-0.0018196,,
0.078115,-2.6855e-05,0.0002352,8.3797e-05,0.0027892,,
0.16562,-3.1738e-05,0.0014347,0.0028252,-0.0013408,,
0.21519,-3.0518e-05,-0.0046099,0.0041899,0.0053151,,
0.089389,-5.249e-05,-0.0025519,0.0042018,0.0022865,,
0.044344,-3.54e-05,-0.00019992,0.0018914,-0.0015083,,
-0.048012,-3.418e-05,-0.00096431,-0.0010056,0.0022505,,
-0.10007,-4.1504e-05,0.0063503,-0.0037589,-0.0044173,,
0.038302,-3.7842e-05,0.0048333,-0.0034357,-0.0007422,,
0.075579,-3.54e-05,-0.0003528,-0.0010774,0.0032322,,
0.16011,-2.9297e-05,0.0025048,0.0027533,0.00019154,,
0.20845,-2.4414e-05,-0.005974,0.0051715,0.0054708,,
0.085667,-4.1504e-05,-0.0044099,0.0063207,0.0035434,,
0.040352,-2.1973e-05,-0.0022814,0.0017957,-0.00038307,,
-0.05195,-2.6855e-05,-0.0012818,-0.0028491,0.0017478,,
-0.10164,-2.6855e-05,0.0070794,-0.0050757,-0.0053989,,
0.033339,-2.9297e-05,0.0040336,-0.0047884,-0.0021668,,
0.072504,-2.0752e-05,0.00042335,-0.00040701,0.0023703,,
0.15984,-2.8076e-05,-9.4079e-05,0.0013408,-0.0021548,,
0.20867,-3.6621e-05,-0.0081613,0.0036392,0.0035913,,
0.078978,-2.8076e-05,-0.0033398,0.0043335,0.002466,,
0.041755,-4.6387e-05,-0.00018816,-0.00050278,-0.00023942,,
-0.053083,-4.3945e-05,0.00050567,-0.0032202,0.0027294,,
-0.10681,-3.6621e-05,0.008961,-0.0042976,-0.0059855,,
0.030965,-3.6621e-05,0.0043276,-0.0045011,-0.0027773,,
0.073259,-3.6621e-05,0.00097607,-0.00063446,-0.00014365,,
0.15704,-3.9063e-05,0.00055271,0.002873,-0.0029209,,
0.20586,-3.0518e-05,-0.0076674,0.0031603,0.002897,,
0.082161,-3.6621e-05,-0.0033751,0.0023224,0.0005387,,
0.040028,-5.8594e-05,-0.00014112,-0.00071826,-0.0030167,,
-0.054,-5.3711e-05,0.00057623,-0.0025857,9.5768e-05,,
-0.106,-5.127e-05,0.0088199,-0.0044053,-0.0052313,,
0.031289,-4.0283e-05,0.0038572,-0.0043814,-0.0018794,,
0.067757,-3.6621e-05,9.4079e-05,-0.00070629,0.0019872,,
0.15752,-5.7373e-05,0.0011054,0.0017717,-0.0015682,,
0.20403,-4.7607e-05,-0.0067972,0.0026815,0.0047166,,
0.075255,-3.1738e-05,-0.0022344,0.0031723,0.0009098,,
0.034094,-4.3945e-05,0.0011995,-0.00050278,-0.0015682,,
-0.056212,-4.8828e-05,-0.00045863,-0.0019632,0.00064643,,
-0.10541,-6.2256e-05,0.006562,-0.0041899,-0.0057461,,
0.031073,-5.3711e-05,0.0036926,-0.0034716,-0.0024181,,
0.06862,-3.0518e-05,-0.00094079,-0.00050278,0.0016999,,
0.15504,-3.9063e-05,-0.00074087,0.0016759,-0.00249,,
0.20144,-2.1973e-05,-0.0085141,0.002909,0.0036512,,
0.07423,-4.6387e-05,-0.0035985,0.0024421,0.00093374,,
0.029778,-3.9063e-05,0.00021168,-0.0011612,-0.0022266,,
-0.058424,-3.9063e-05,-0.0017757,-0.0038547,0.00088585,,
-0.10698,-3.6621e-05,0.0045863,-0.0061651,-0.0056623,,
0.02611,-2.0752e-05,0.0011054,-0.0046328,-0.0038188,,
0.067757,-3.1738e-05,-0.0039395,-0.0007422,0.00038307,,
0.14819,-1.9531e-05,-0.0013877,0.0013647,-0.0022984,,
0.20165,-2.6855e-05,-0.0058682,0.00095768,0.0027773,,
0.078222,-4.1504e-05,-0.0013406,0.0019632,0.0018794,,
0.033663,-3.6621e-05,-0.00083495,-0.0002873,0.00014365,,
-0.056644,-3.0518e-05,-0.0012465,-0.0028012,0.0025379,,
-0.10897,-2.9297e-05,0.0062327,-0.0042138,-0.0043934,,
0.025679,-2.6855e-05,0.0014112,-0.0052553,-0.0021308,,
0.068782,-2.6855e-05,-0.0011995,-0.0019992,0.0017957,,
0.15278,-2.1973e-05,0.00074087,0.0002873,-0.0013408,,
0.20025,-2.9297e-05,-0.0058094,0.0030167,0.0043814,,
0.075309,-2.6855e-05,-0.0047745,0.004142,0.002083,,
0.035389,-2.9297e-05,0.00037632,0.0022386,-0.0016041,,
-0.052004,-2.9297e-05,-0.0034574,-0.00095768,0.0014245,,
-0.10811,-1.709e-05,0.0062562,-0.0033399,-0.0056862,,
0.031073,-2.9297e-05,0.0019521,-0.0040462,-0.0038307,,
0.06889,-1.9531e-05,0.0013406,-0.0013408,0.001652,,
0.14949,-2.1973e-05,0.00052919,0.00088585,-0.0020351,,
0.20127,-2.9297e-05,-0.0080908,0.0016759,0.0036392,,
0.075849,-2.4414e-05,-0.0050097,0.0035674,0.0030885,,
0.033663,-2.4414e-05,-0.0023167,-0.00023942,-0.0019154,,
-0.055727,-1.709e-05,-0.0038337,-0.0019872,0.00064643,,
-0.10687,-9.7656e-06,0.0061504,-0.0046687,-0.0059855,,
0.027944,-1.2207e-06,0.0039631,-0.0052792,-0.0025379,,
0.065113,-4.8828e-06,-0.00027048,-0.001257,0.001652,,
0.15493,-1.2207e-05,0.00079967,0.0022984,-0.0018914,,
0.20683,-7.3242e-06,-0.0096196,0.0044772,0.0041659,,
0.077143,6.1035e-06,-0.0025166,0.0036631,0.0023942,,
0.036198,-4.8828e-06,-0.002646,0.00071826,-0.00071826,,
-0.056967,-2.9297e-05,0.00051743,-0.0023942,0.0013886,,
-0.10843,-2.1973e-05,0.0046922,-0.0040701,-0.0058179,,
0.024707,-4.8828e-06,0.0045628,-0.0046088,-0.0028491,,
0.07067,-1.2207e-05,-0.0030811,-7.1826e-05,0.00031125,,
0.15391,-1.4648e-05,0.0013171,0.0032681,-0.00062249,,
0.20403,-1.709e-05,-0.0084436,0.0042138,0.0032801,,
0.079625,-1.5869e-05,-0.0027518,0.0044053,0.0015562,,
0.037061,-2.1973e-05,-0.0003528,0.00094571,-0.00081403,,
-0.057345,-1.9531e-05,-0.0016229,-0.0018076,0.00050278,,
-0.10768,-1.709e-05,0.0079732,-0.0030167,-0.0062369,,
0.032206,-1.709e-05,0.00059975,-0.0025618,-0.0029928,,
0.068998,-1.9531e-05,4.7039e-05,0.00041899,0.0012929,,
0.15914,-2.5635e-05,-0.0020815,0.0037589,-0.0025618,,
0.2043,-1.709e-05,-0.0063268,0.0053989,0.0045849,,
0.081783,-2.6855e-05,-0.0057858,0.0056383,0.00047884,,
0.036036,-3.0518e-05,0.00044687,0.00098162,-0.0015562,,
-0.05276,-2.4414e-05,-0.002987,-0.0013168,0.0015083,,
-0.10617,-2.9297e-05,0.0046569,-0.0035913,-0.0047405,,
0.030318,-2.3193e-05,-0.0002352,-0.0021668,0.00032322,,
0.069052,-2.1973e-05,-0.0026342,0.0007422,0.0034357,,
0.15493,-3.418e-05,-0.0019992,0.0022027,-0.0013886,,
0.2023,-2.6855e-05,-0.0091727,0.0035674,0.0048602,,
0.073745,-2.6855e-05,-0.00058799,0.0044891,0.0019872,,
0.034688,-3.1738e-05,-0.00032928,0.0011013,-0.0007422,,
-0.06096,-1.2207e-05,0.00018816,-0.00067038,0.003304,,
-0.11048,-7.3242e-06,0.0049274,-0.0025139,-0.0044293,,
0.02611,-9.7656e-06,0.0024343,-0.0027533,-0.0013647,,
0.06835,-1.9531e-05,-0.0017522,-0.001233,0.0025379,,
0.14857,1.2207e-06,0.00048215,0.0013647,-0.0020351,,
0.19696,-1.2207e-05,-0.0059034,0.0034237,0.0051715,,
0.076119,-3.1738e-05,-0.0047275,0.0034477,0.0034596,,
0.027836,-1.9531e-05,-0.00091727,0.00055067,-0.00067038,,
-0.059988,-1.709e-05,-0.003034,-0.0014605,0.0038307,,
-0.11151,-3.2959e-05,0.0066561,-0.002885,-0.0022027,,
0.025355,-2.4414e-05,0.0017169,-0.004118,-0.00050278,,
0.0622,-2.4414e-05,-0.00076439,-0.001257,0.0047405,,
0.15186,-3.1738e-05,0.0011642,0.0019752,0.0021069,,
0.19766,-1.709e-05,-0.0068207,0.0034477,0.0072065,,
0.073799,-3.418e-05,-0.003622,0.0038307,0.0050159,,
0.030264,-2.4414e-05,-0.0027518,0.00098162,0.0024181,,
-0.063765,-1.5869e-05,-0.0028576,-0.0013767,0.0035314,,
