"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
0.078222,-2.4414e-06,-0.0070206,0.0013886,-0.00079009,,
0.011329,6.1035e-06,-0.0050567,0.0023224,0.00049081,,
0.01435,2.4414e-06,-0.00054095,-0.0017358,-0.0032082,,
0.00075525,1.2207e-05,-0.0011995,-0.0044652,0.00098162,,
-0.088904,-7.3242e-06,0.0032222,-0.0026815,-0.0037948,,
-0.016184,-6.1035e-06,0.00074087,-0.0018794,-0.0034716,,
-0.014889,6.1035e-06,-0.0047275,0.0004549,0.0012689,,
-0.013595,4.8828e-06,0.0025401,-0.00043096,-0.0047166,,
0.076172,4.8828e-06,-0.00098783,-0.00067038,0.0014365,,
0.010358,2.4414e-06,-0.00061151,-0.00088585,0.0039983,,
0.013433,-9.7656e-06,0.0012936,-0.00021548,-0.001664,,
0.0055565,-2.4414e-06,-0.0056682,0.0011971,0.0030406,,
-0.083725,-6.1035e-06,-0.0027518,0.00055067,-0.0027533,,
-0.018881,2.4414e-06,0.00043511,-0.0010534,-0.0038786,,
-0.020823,0,-0.00091727,-0.0026815,0.0026097,,
-0.019744,2.4414e-06,0.0055389,-0.0031963,-0.0037589,,
0.075525,-3.6621e-06,0.00021168,-0.00088585,0.00035913,,
0.011868,9.7656e-06,-0.0055271,0.0015562,0.0025379,,
0.011868,2.3193e-05,-0.0036338,0.0021069,-0.003304,,
0.0022658,7.3242e-06,-0.0065032,0.0013647,0.0013168,,
-0.09063,1.4648e-05,0.00042335,-0.0017957,-0.0022027,,
-0.021363,4.8828e-06,0.003869,-0.0038786,-0.0025738,,
-0.01613,-3.6621e-06,-0.0018463,-0.0033279,0.00088585,,
-0.017748,1.4648e-05,0.00091727,0.00077812,-0.0041061,,
0.077791,1.4648e-05,-0.0091727,0.0029209,-0.0013048,,
0.01381,1.709e-05,-0.0072323,0.0036631,0.0010295,,
0.016616,4.8828e-06,-0.0026812,0.0013647,-0.0019632,,
0.0042078,1.3428e-05,-0.0040219,-0.0016759,0.003304,,
-0.087447,1.3428e-05,0.0015053,-0.0018435,-0.0010774,,
-0.01845,2.4414e-06,-0.0011877,-0.00062249,-0.0034955,,
-0.017694,1.9531e-05,-0.0029635,-0.00010774,0.0018196,,
-0.015752,1.709e-05,-0.00014112,0.0018675,-0.0050159,,
0.078438,1.8311e-05,-0.0024343,1.1971e-05,-0.00076614,,
0.014134,2.1973e-05,-0.0011054,5.9855e-05,0.0041899,,
0.011221,1.0986e-05,0.0020462,2.3942e-05,-0.0025139,,
0.0090091,-7.3242e-06,-0.0043394,0.00047884,0.0017119,,
-0.086099,6.1035e-06,-9.4079e-05,0.0015802,-0.0031005,,
-0.016939,4.8828e-06,-0.00091727,-3.5913e-05,-0.0059137,,
-0.012516,1.2207e-06,-0.00021168,-0.0028371,0.00088585,,
-0.012516,2.4414e-06,0.0059975,-0.0023703,-0.0032561,,
0.074878,9.7656e-06,0.00047039,-0.00057461,-0.00069432,,
0.016346,3.6621e-06,-0.0027518,0.0033758,0.0011612,,
0.02201,1.2207e-06,-0.00037632,0.0043574,-0.0027653,,
0.0099801,1.9531e-05,-0.0047275,0.0033399,0.00031125,,
-0.085343,2.9297e-05,0.0017052,0.00019154,-0.0011253,,
-0.017047,1.9531e-05,0.0058211,-0.0025379,-0.0034836,,
-0.0099262,8.5449e-06,0.0012936,-0.0012929,0.0024062,,
-0.012408,1.709e-05,0.0038455,0.0010175,-0.0038547,,
0.084049,8.5449e-06,-0.0041395,0.0038068,-0.0010894,,
0.026973,-4.8828e-06,-0.0048215,0.0056982,0.001245,,
0.017479,1.5869e-05,0.00098783,0.0036631,-0.0017957,,
0.010034,4.8828e-06,-0.0020697,0.00086191,0.0039025,,
-0.079733,6.1035e-06,0.0036691,0.001245,-0.0017957,,
-0.016616,7.3242e-06,0.0028459,-2.3942e-05,-0.0022266,,
-0.0096564,1.709e-05,-0.0037161,0.0014485,0.0018076,,
-0.010681,2.3193e-05,0.0031752,0.0021308,-0.0060334,,
0.08297,1.709e-05,-0.0021638,0.0015323,0.00080206,,
0.021309,1.9531e-05,-0.00042335,0.0015323,0.00249,,
0.019313,9.7656e-06,0.00063503,0.0021069,-0.0025139,,
0.014889,-7.3242e-06,-0.0054566,0.0017957,0.0019872,,
-0.077359,-9.7656e-06,-0.0017522,0.0031843,-0.0020351,,
-0.014026,-1.2207e-06,0.00044687,0.00086191,-0.0045729,,
-0.010843,7.3242e-06,-0.0013171,-0.00040701,0.0031603,,
-0.011706,1.3428e-05,0.006021,-0.0024062,-0.0027054,,
0.080003,7.3242e-06,-0.00082319,-0.0010654,0.0011971,,
0.02406,-7.3242e-06,-0.0038572,0.0017597,0.0056264,,
0.022658,7.3242e-06,-0.0026812,0.0042617,-0.0026097,,
0.012516,7.3242e-06,-0.0055036,0.0026935,0.002873,,
-0.07833,0,0.0014112,0.00086191,-0.0015443,,
-0.012408,4.8828e-06,0.0039278,-0.0022027,-0.002885,,
-0.0092788,1.2207e-05,-0.00058799,-0.0017238,0.0021189,,
-0.0092249,6.1035e-06,0.0018816,-4.7884e-05,-0.0039504,,
0.081136,0,-0.0049862,0.0031364,-0.0010534,,
0.01996,2.4414e-06,-0.0034104,0.0056264,0.0023463,,
0.020608,6.1035e-06,0.0033633,0.0025139,-0.00073023,,
0.014188,4.8828e-06,-0.0012465,0.00062249,0.0044173,,
-0.081945,7.3242e-06,0.0030458,0.00023942,0.0030406,,
-0.013487,-4.8828e-06,0.0014582,0.0010774,-0.00069432,,
-0.010574,1.0986e-05,-0.0021403,0.0017358,0.0022984,,
-0.010681,-3.6621e-06,0.0030105,0.0019393,-0.0037948,,
0.08038,7.3242e-06,-0.00091727,0.0024541,0.00035913,,
0.022118,-3.6621e-06,-0.00087023,0.0023583,0.003711,,
0.023089,0,0.00054095,0.0014724,-0.001233,,
0.015429,-2.4414e-06,-0.0046804,0.0025379,0.00249,,
-0.077359,-2.4414e-06,9.4079e-05,0.0026815,-0.00067038,,
-0.014404,-2.4414e-06,0.0026107,0.0013408,-0.00086191,,
-0.0094946,-7.3242e-06,0.0012936,0.00040701,0.0036152,,
-0.01613,1.0986e-05,0.0067737,-0.00076614,-0.00076614,,
0.080488,-4.8828e-06,-0.00094079,0.00016759,0.0025379,,
0.021579,-2.4414e-06,-0.0024931,0.0026576,0.0056503,,
0.020122,-1.2207e-06,-0.0016699,0.0039983,-0.00023942,,
0.011059,1.0986e-05,-0.0050097,0.0033639,0.0025618,,
-0.080596,1.2207e-06,0.0034809,0.0009098,-0.00035913,,
-0.016616,1.2207e-06,0.0057035,-0.0031603,-0.001652,,
-0.011275,7.3242e-06,0.0011525,-0.0032082,0.0027892,,
-0.013487,4.8828e-06,0.0043276,-0.0012809,-0.00249,,
0.083401,9.7656e-06,-0.0028929,0.0015083,0.0018914,,
0.020823,9.7656e-06,-0.0025401,0.0027294,0.0034237,,
0.021902,1.0986e-05,0.00098783,0.00038307,0.00043096,,
0.012084,1.3428e-05,-0.0010113,-0.0018555,0.0063087,,
-0.08038,9.7656e-06,0.0031752,-0.0013408,0.0019632,,
-0.017209,1.709e-05,0.0034104,-0.0022745,-0.00035913,,
-0.0062578,2.6855e-05,-0.0045628,0.00017957,0.0033639,,
-0.012084,1.8311e-05,0.0010349,0.00071826,-0.0027054,,
0.085343,4.8828e-06,-0.0014817,-0.00076614,0.002897,,
0.022981,2.6855e-05,-0.00030576,-0.00071826,0.0048123,,
0.020392,1.9531e-05,0.0024225,-0.00069432,-0.00011971,,
0.011383,1.9531e-05,-0.0040219,-0.00044293,0.0050039,,
-0.078546,1.709e-05,7.0559e-05,0.0010295,-0.00014365,,
-0.0099262,-1.2207e-06,0.00061151,-1.1971e-05,-0.0021308,,
-0.0083078,9.7656e-06,0.0003528,-0.0017238,0.0052912,,
-0.0123,1.4648e-05,0.0067266,-0.0031963,-0.00084994,,
0.079949,1.4648e-05,0.00068207,-0.0017717,0.00057461,,
0.020715,1.709e-05,-0.0019051,0.0019154,0.0013886,,
0.022172,1.9531e-05,-0.0020462,0.002885,-0.0019154,,
0.017371,9.7656e-06,-0.0073734,0.0025857,0.0023822,,
-0.076388,4.8828e-06,0.00021168,0.00093374,-0.00075417,,
-0.016669,1.4648e-05,0.00421,-0.0026815,-0.0023703,,
-0.0087933,8.5449e-06,0.0016817,-0.0031005,0.0019393,,
-0.0076604,0,0.0053154,-0.0002873,-0.0044532,,
0.081189,1.4648e-05,-0.0028694,0.0020111,-0.00026336,,
0.025679,1.8311e-05,-0.0033751,0.0041539,0.00062249,,
0.022442,2.1973e-05,0.00083495,0.00062249,-0.0017957,,
0.015752,2.6855e-05,-0.0014817,-0.0017238,0.0026576,,
-0.081783,3.1738e-05,0.0044452,-0.0015802,-0.0018435,,
-0.015105,1.4648e-05,0.003575,-0.0014126,-0.0021548,,
-0.0024276,-2.4414e-06,-0.0030576,0.00025139,0.0026097,,
-0.0091709,1.2207e-06,0.0022579,0.0016041,-0.0026336,,
0.086099,4.8828e-06,-0.0020109,0.0014605,0.0021548,,
0.028052,0,-0.00069383,0.0018914,0.0059376,,
0.018234,4.8828e-06,0.0049391,0.0018196,-0.0010295,,
0.016831,0,-0.0014582,0.00019154,0.0036871,,
-0.076388,1.0986e-05,0.0013877,0.002071,0.00088585,,
-0.013271,7.3242e-06,0.001517,0.0012929,-0.0032082,,
-0.0051789,-1.2207e-06,-0.00068207,0.00088585,0.0028611,,
-0.011329,-6.1035e-06,0.0046569,0.00021548,-0.00032322,,
0.08297,-7.3242e-06,-0.000294,0.0010175,0.0038547,,
0.021309,9.7656e-06,-0.0026812,0.0028012,0.0033758,,
0.02638,-1.709e-05,-0.0019286,0.0030047,-0.0014485,,
0.014781,-6.1035e-06,-0.0059152,0.0037469,0.0029928,,
-0.083078,-1.2207e-05,0.00021168,0.0018914,-2.3942e-05,,
-0.019043,-2.4414e-06,0.0035515,-0.0020231,-0.0013886,,
-0.010574,6.1035e-06,7.0559e-05,-0.002059,0.0030885,,
-0.018989,2.4414e-06,0.005727,-0.00059855,-0.0023224,,
0.077953,4.8828e-06,-0.0027048,0.0015203,0.0023224,,
0.01845,4.8828e-06,-0.0027871,0.0039504,0.0027294,,
0.017317,0,-0.00099959,0.0028611,-0.002909,,
0.01025,-9.7656e-06,-0.0020462,-4.7884e-05,0.0036631,,
-0.085613,-2.4414e-06,0.0029164,-9.5768e-05,-0.0012689,,
-0.023898,7.3242e-06,0.0017875,-0.0024421,-0.0042736,,
-0.015914,1.4648e-05,-0.0028341,-0.00062249,0.00047884,,
-0.019367,0,0.0013524,0.00055067,-0.0059616,,
0.072774,-2.4414e-06,-0.0025401,0.00010774,-0.0022266,,
0.012731,-7.3242e-06,-0.0025636,0.0004549,0.0026456,,
0.0094406,-9.7656e-06,0,-0.0015802,-0.0022266,,
0.0087933,-1.709e-05,-0.0039395,-0.0021189,0.0033998,,
-0.086422,-8.5449e-06,-0.00068207,-0.00068235,0.00095768,,
-0.026865,7.3242e-06,0.0010584,-0.001245,-0.0030765,,
-0.016454,1.2207e-05,-0.0029517,-0.0018435,0.0022745,,
-0.02611,4.8828e-06,0.0044805,-0.0041659,-0.002466,,
0.070616,4.8828e-06,-0.0018698,-0.0031125,0.00059855,,
0.016184,-2.4414e-06,-0.0044923,-8.3797e-05,0.0016281,,
0.014242,-6.1035e-06,-0.0036691,0.0020351,-0.0038666,,
0.010196,0,-0.007738,0.00098162,0,,
-0.089012,7.3242e-06,0.00042335,-0.0010295,-0.0022027,,
-0.024546,2.4414e-06,0.0025872,-0.004956,-0.0032441,,
-0.01586,-1.2207e-06,-0.00051743,-0.0042138,0.0027054,,
-0.023683,0,0.0014112,-0.0027533,-0.002083,,
0.075579,-4.8828e-06,-0.006268,0.00086191,0.0018675,,
0.021848,-1.709e-05,-0.0068795,0.0032082,0.0045969,,
0.014781,-2.4414e-06,-0.0016817,0.0011133,-0.001652,,
0.010466,-1.2207e-05,-0.003916,-0.0022146,0.0046208,,
-0.085883,-2.4414e-06,0,-0.0025618,-0.00039504,,
-0.02174,-9.7656e-06,-0.00025872,-0.0036152,-0.0018435,,
-0.0093867,-3.1738e-05,-0.0043276,-0.0012809,0.0023104,,
-0.014889,-1.5869e-05,0.00047039,0.00040701,-0.0026097,,
0.079193,-1.4648e-05,-0.002693,-0.0004549,0.00076614,,
0.022442,-1.709e-05,0.00065855,-0.00033519,0.0044053,,
0.017587,-4.8828e-06,0.0017169,0.00052672,0.00038307,,
0.012947,1.4648e-05,-0.0037161,0.00055067,0.0038547,,
-0.081783,2.4414e-06,5.8799e-05,0.00064643,0.00050278,,
-0.021309,3.6621e-06,0.0019286,0.00046687,-0.0020111,,
-0.0087933,0,-0.00069383,-0.00086191,0.0015921,,
-0.016669,7.3242e-06,0.0067502,-0.0019872,-0.0014724,,
0.083725,9.7656e-06,-0.00052919,-0.0015562,0.00075417,,
0.023844,1.5869e-05,-0.003528,0.00050278,0.0028491,,
0.016616,7.3242e-06,0.00030576,0.0024181,-0.0011492,,
0.019151,-2.4414e-06,-0.0058094,0.0023224,0.0014964,,
-0.082214,1.2207e-05,0.0033986,-9.5768e-05,-0.0014605,,
-0.020068,3.6621e-06,0.0067502,-0.004525,-0.0013168,,
-0.0096025,1.4648e-05,0.0015053,-0.0047764,0.0033998,,
-0.014566,-4.8828e-06,0.0053625,-0.0017119,-0.0030406,,
0.081999,-2.4414e-06,-0.0015053,0.0004549,0.00083797,,
0.021201,3.6621e-06,-0.0046334,0.002909,9.5768e-05,,
0.019205,-4.8828e-06,0.0001764,0.00020351,-0.0032082,,
0.01613,-9.7656e-06,-0.0013877,-0.0030765,0.0037709,,
-0.084157,6.1035e-06,0.0024108,-0.0035195,0.0003711,,
-0.017479,6.1035e-06,0.0011054,-0.0043814,-0.0033519,,
-0.0045855,-4.8828e-06,-0.0038337,-0.0017957,0.0014126,,
-0.012947,4.8828e-06,0.0013641,-0.0004549,-0.0050877,,
0.083078,0,-0.004163,-0.0021787,-0.0011732,,
0.021255,7.3242e-06,-0.00294,-0.0011253,0.0039983,,
0.01586,-2.4414e-06,0.00076439,-0.0021308,-0.00050278,,
0.01435,-1.2207e-06,-0.0066326,-0.0023224,0.0038666,,
-0.080596,2.4414e-06,-0.0027165,-0.0011253,-0.0012929,,
-0.018018,2.4414e-06,-0.003234,-0.0019632,-0.0052553,,
-0.005071,-4.8828e-06,-0.0033868,-0.0025379,0.00023942,,
-0.014997,-1.4648e-05,0.002105,-0.004118,-0.0031364,,
0.081028,-1.0986e-05,-0.00085847,-0.0039145,0.00088585,,
0.025571,0,-0.0042218,-0.00071826,0.0031364,,
0.017748,4.8828e-06,-0.0031046,0.0013288,-0.0013168,,
0.017694,-7.3242e-06,-0.0078909,0.00088585,0.0019513,,
-0.080812,1.2207e-05,-0.0031752,-0.001664,-0.0017238,,
-0.021525,4.8828e-06,0.0031281,-0.0050039,-0.0025618,,
-0.0065275,-1.2207e-05,-0.0015876,-0.0054827,0.0028371,,
-0.015752,4.8828e-06,0.00039983,-0.0031125,-0.0029449,,
0.078222,1.2207e-05,-0.0069148,-0.00022745,-0.00041899,,
0.023736,0,-0.0090786,0.0016999,0.0024541,,
0.020392,-7.3242e-06,-0.0020815,0.0005387,-0.0026815,,
0.014026,2.4414e-06,-0.0041159,-0.002478,0.0022745,,
-0.084912,0,0.0025401,-0.0031364,-0.00019154,,
-0.019313,-9.7656e-06,0.0041277,-0.0039983,-0.002885,,
-0.0081999,2.4414e-06,-0.004163,-0.00081403,0.00067038,,
-0.017479,-6.1035e-06,-0.0015758,0.0014964,-0.0040941,,
0.080272,-7.3242e-06,-0.004798,0.00019154,-0.00034716,,
0.020392,-4.8828e-06,-0.0033633,0.00068235,0.0031244,,
0.012947,-2.4414e-06,-0.00043511,-0.00076614,0.00021548,,
0.011706,-7.3242e-06,-0.0044923,-0.0019393,0.0022505,,
-0.08297,-2.4414e-06,-0.0022814,0.00011971,-0.001245,,
-0.022172,-7.3242e-06,-0.0012818,0.0013408,-0.0036152,,
-0.011868,2.4414e-06,-0.003575,0.0007422,0.00031125,,
-0.017155,0,0.0046216,-0.0007422,-0.0037828,,
0.073259,4.8828e-06,-0.00025872,-0.00095768,0.002047,,
0.017155,9.7656e-06,-0.002399,0.00021548,0.0037709,,
0.014026,1.2207e-05,-0.0023755,0.0024181,-0.0011253,,
0.0123,0,-0.0085612,0.0023822,0.0019632,,
-0.082107,-2.4414e-06,-0.0017875,-0.00061052,-0.0030646,,
-0.026164,8.5449e-06,0.0043982,-0.0050518,-0.0039025,,
-0.0097104,2.4414e-06,-0.00051743,-0.0047405,0.0016759,,
-0.024923,2.1973e-05,0.0038572,-0.0023703,-0.0037828,,
0.075201,1.5869e-05,-0.0044452,0.00041899,0.00083797,,
0.020608,7.3242e-06,-0.0097607,0.0037948,0.0031603,,
0.011922,1.2207e-05,-0.0019757,0.0021308,-0.0017957,,
0.010088,2.0752e-05,-0.0035868,-0.0014126,0.0048004,,
-0.083401,1.2207e-06,0.001811,-0.0031603,0.0015562,,
-0.024492,4.8828e-06,0.0032692,-0.0036751,-0.0030406,,
-0.0098183,1.2207e-05,-0.0042335,-0.00081403,0.0032082,,
-0.020608,9.7656e-06,-0.0010231,0.0002873,-0.0027174,,
0.07887,-1.2207e-06,-0.0051038,-0.00079009,-0.0020111,,
0.020068,-7.3242e-06,-0.0025401,-0.00027533,0.0034716,,
0.009063,2.4414e-06,0.0018581,-0.0013408,-0.0032561,,
0.009063,1.2207e-06,-0.0050097,-0.0025738,0.0011013,,
-0.088203,7.3242e-06,-0.00063503,-0.00031125,-0.00249,,
-0.027836,1.4648e-05,-0.00098783,-0.001221,-0.0051356,,
-0.0088472,1.0986e-05,-0.0055036,-0.00077812,-0.00057461,,
-0.023629,1.2207e-05,0.0045393,-0.0026815,-0.0034237,,
0.072612,1.709e-05,-0.00047039,-0.0028132,-0.00022745,,
0.018558,1.4648e-05,-0.0024225,-0.00062249,0.0011492,,
0.011167,1.9531e-05,-0.0020227,0.00064643,-0.0027773,,
0.011329,7.3242e-06,-0.0080673,-0.00023942,0.00086191,,
-0.083941,1.9531e-05,-0.0013994,-0.00032322,-0.0033998,,
-0.024222,1.709e-05,0.0031046,-0.0037589,-0.0054588,,
-0.0091709,1.4648e-05,-0.00068207,-0.0050278,0.00020351,,
-0.022981,2.4414e-05,0.0034574,-0.0028491,-0.0065362,,
0.074986,2.3193e-05,-0.0014582,0.00067038,-0.002071,,
0.022873,2.4414e-05,-0.0067149,0.003711,0.00032322,,
0.015968,1.2207e-05,-0.0019639,0.003304,-0.0052912,,
0.016292,1.4648e-05,-0.0025989,-0.00052672,8.3797e-05,,
-0.081459,1.0986e-05,0.0041983,-0.0029449,-0.0012929,,
-0.027836,2.6855e-05,0.006609,-0.0046807,-0.0044412,,
-0.0084696,2.3193e-05,4.7039e-05,-0.0015562,0.00038307,,
-0.016292,0,0.0032104,0.0018196,-0.0042617,,
0.079625,1.2207e-05,-0.0027988,0.0013168,-0.0026815,,
0.022118,1.709e-05,-0.0015993,0.0019513,0.0016999,,
0.012462,1.2207e-05,0.0043394,0.0011013,-0.0027054,,
0.017209,0,-0.00036456,0.00069432,0.00031125,,
-0.080812,1.3428e-05,0.0024225,0.0017717,-0.0036751,,
-0.022765,1.0986e-05,0.0025872,0.001652,-0.004956,,
-0.0068512,1.9531e-05,-0.00072911,0.0012091,0.00021548,,
-0.022442,8.5449e-06,0.006268,0.00023942,-0.0039385,,
0.075201,-4.8828e-06,0.0011995,-0.00026336,0.0010415,,
0.024815,2.4414e-06,-0.00039983,0.0022505,0.001245,,
0.014889,7.3242e-06,0.0013877,0.003316,-0.0027294,,
0.017694,1.2207e-05,-0.0053625,0.0030406,0.0022865,,
-0.078438,4.8828e-06,-0.00082319,0.0033998,-0.0034955,,
-0.022658,4.8828e-06,0.0049509,-0.00081403,-0.0051236,,
-0.0093867,1.2207e-05,0.0012701,-0.0014605,0.0024421,,
-0.019205,1.4648e-05,0.0062327,-0.00086191,-0.0039983,,
0.081945,2.1973e-05,-0.00061151,0.001652,-0.0014245,,
0.029994,2.6855e-05,-0.0056447,0.0045849,0.0032322,,
0.017802,1.709e-05,-0.00088199,0.003735,-0.002885,,
0.019421,8.5449e-06,-0.0019286,0.0011372,0.0039983,,
-0.079517,1.2207e-05,0.0043394,-0.0014485,0.0022266,,
-0.022334,7.3242e-06,0.0063856,-0.0031603,-0.0016041,,
-0.0019421,4.8828e-06,-0.0010584,-0.001245,0.0033998,,
-0.014026,-2.4414e-06,0.0012818,0.0031843,-0.0032322,,
0.083833,1.709e-05,-0.0021168,0.0044293,-0.0013647,,
0.029886,4.8828e-06,-0.0022461,0.0019872,0.0042018,,
0.016939,8.5449e-06,0.0029164,-0.00069432,-0.0011492,,
0.016184,4.8828e-06,-0.0011642,-0.0013886,0.0027773,,
-0.080704,1.2207e-06,0.0010349,0.0013886,0.00035913,,
-0.022442,9.7656e-06,0.0022344,0.00057461,-0.003304,,
-0.0043157,0,-0.0031634,0.00088585,0.0018196,,
-0.023629,1.2207e-05,0.0051273,-0.0010415,-0.0020111,,
0.079571,7.3242e-06,0.00048215,-0.0027414,0.002047,,
0.027621,6.1035e-06,-0.00051743,0.00021548,0.0044293,,
0.013433,1.4648e-05,0.0015523,0.00044293,-0.0010056,,
0.016939,1.709e-05,-0.0051508,0.00098162,0.0028252,,
-0.081675,2.4414e-06,0.0002352,0.0016879,-0.0019992,,
-0.027728,2.4414e-06,0.0043747,-0.002897,-0.0031603,,
-0.010196,7.3242e-06,0.0012465,-0.0043934,0.0037828,,
-0.025031,1.9531e-05,0.0072205,-0.0028012,-0.0010056,,
0.075741,1.4648e-05,-0.00018816,-0.0009098,0.0025019,,
0.025139,2.4414e-05,-0.0025166,0.0029449,0.0045729,,
0.013379,2.6855e-05,0.001176,0.0017238,-0.001652,,
0.016508,1.4648e-05,-0.0012465,-0.0025139,0.0027414,,
-0.083078,1.4648e-05,0.0046451,-0.0029928,0.000826,,
-0.026218,3.6621e-06,0.0060681,-0.0046807,-0.0025019,,
-0.0092249,7.3242e-06,-0.0017405,-0.0025857,0.0027533,,
-0.026434,1.4648e-05,0.0026695,-0.00083797,-0.0033399,,
0.07655,9.7656e-06,-0.0041042,0.00069432,0.00021548,,
0.02201,4.8828e-06,-0.0030105,-0.0012929,0.002466,,
0.011706,2.4414e-06,0.0046569,-0.0025139,-0.00070629,,
0.015429,4.8828e-06,-0.00065855,-0.0033279,0.0039504,,
-0.081459,1.4648e-05,0.0018816,-0.0028012,-0.00088585,,
